,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
20647,53765,JZI,Airlines,Online,Value Plan,0,13,UNITED STATES,73.0,25.55,M,44
36019,26705,C2B,Airlines,Online,Silver Plan,0,205,SINGAPORE,70.85,17.71,M,41
20059,2434,EPX,Travel Agency,Online,Cancellation Plan,0,36,UNITED ARAB EMIRATES,31.0,0.0,,36
50008,58884,EPX,Travel Agency,Online,Cancellation Plan,0,58,PHILIPPINES,12.0,0.0,,35
13965,36993,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,81,JAPAN,45.0,0.0,,36
21123,7819,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,MALAYSIA,29.7,17.82,,59
26410,60322,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,JAPAN,0.0,0.0,,35
48883,51287,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,51,NEW ZEALAND,26.0,0.0,,36
42855,30896,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,122,ICELAND,59.4,35.64,,33
37442,56795,JWT,Airlines,Online,Value Plan,0,19,INDIA,60.0,24.0,M,118
27015,15504,CCR,Travel Agency,Offline,Comprehensive Plan,0,41,THAILAND,29.0,9.57,F,118
6396,56022,EPX,Travel Agency,Online,Cancellation Plan,0,12,MALAYSIA,10.0,0.0,,29
27040,40131,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,43,UNITED KINGDOM,81.0,0.0,,36
46411,19144,EPX,Travel Agency,Online,Cancellation Plan,0,11,"KOREA, REPUBLIC OF",55.0,0.0,,36
6047,19083,EPX,Travel Agency,Online,Cancellation Plan,0,119,UNITED KINGDOM,80.0,0.0,,36
45478,51361,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,21,NEW ZEALAND,79.2,47.52,,58
36436,43897,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,61,AUSTRALIA,89.1,53.46,,29
1564,2566,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,89,INDIA,31.0,0.0,,36
27755,8919,JZI,Airlines,Online,Basic Plan,0,9,HONG KONG,26.0,9.1,M,39
6072,29757,EPX,Travel Agency,Online,Cancellation Plan,0,41,POLAND,64.0,0.0,,36
4656,26044,JZI,Airlines,Online,Value Plan,0,25,HONG KONG,58.0,20.3,F,47
6393,2611,EPX,Travel Agency,Online,Cancellation Plan,0,53,UNITED STATES,80.0,0.0,,43
16955,59466,EPX,Travel Agency,Online,Cancellation Plan,0,4,CHINA,38.0,0.0,,35
20151,13328,EPX,Travel Agency,Online,Cancellation Plan,0,20,CANADA,80.0,0.0,,59
16929,54676,LWC,Travel Agency,Online,Annual Travel Protect Gold,0,376,CHINA,204.6,132.99,F,41
11672,18339,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,AUSTRALIA,29.7,17.82,,31
28569,31454,EPX,Travel Agency,Online,Cancellation Plan,0,58,SINGAPORE,67.0,0.0,,36
12258,61255,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,M,51
30278,21609,EPX,Travel Agency,Online,Cancellation Plan,0,50,HONG KONG,19.0,0.0,,36
36223,58149,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,5,CHINA,30.0,0.0,,35
9113,9711,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,AUSTRALIA,99.0,59.4,,44
9490,48220,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,27.0,6.75,F,65
37150,41261,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,280.8,70.2,F,30
23139,51150,C2B,Airlines,Online,Silver Plan,0,107,SINGAPORE,0.0,9.75,F,26
5477,30881,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,41,SOUTH AFRICA,178.2,106.92,,39
45972,46268,C2B,Airlines,Online,Bronze Plan,0,91,SINGAPORE,60.0,15.0,F,27
15776,728,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,32,AUSTRALIA,24.0,0.0,,36
24770,31770,EPX,Travel Agency,Online,Cancellation Plan,0,105,INDIA,10.0,0.0,,36
27012,61358,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,CHINA,24.0,0.0,,63
640,44277,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,115,THAILAND,39.6,23.76,,30
48595,15382,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,51.0,0.0,,36
49096,37284,JZI,Airlines,Online,Value Plan,0,20,CHINA,58.0,20.3,M,46
18861,16269,EPX,Travel Agency,Online,Cancellation Plan,0,17,MALAYSIA,12.0,0.0,,36
39109,21385,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,VIET NAM,20.0,0.0,,36
22708,2731,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,UNITED ARAB EMIRATES,79.2,47.52,,52
13164,43849,C2B,Airlines,Online,Bronze Plan,0,54,SINGAPORE,21.0,5.25,M,27
12241,50835,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,CHINA,35.0,0.0,,36
37700,5236,EPX,Travel Agency,Online,Cancellation Plan,0,14,THAILAND,10.0,0.0,,36
45010,44850,EPX,Travel Agency,Online,Cancellation Plan,0,84,SINGAPORE,19.0,0.0,,26
44997,5201,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,THAILAND,20.0,0.0,,37
11330,26010,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,27,UNITED STATES,107.0,0.0,,23
34932,10953,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,49.5,29.7,,32
45459,45117,C2B,Airlines,Online,Bronze Plan,0,86,SINGAPORE,198.0,49.5,F,26
3121,62671,EPX,Travel Agency,Online,Cancellation Plan,0,8,INDIA,22.0,0.0,,35
21210,33616,EPX,Travel Agency,Online,Cancellation Plan,0,18,"TAIWAN, PROVINCE OF CHINA",-56.0,0.0,,36
43503,20968,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,UNITED STATES,9.9,5.94,,40
47039,40766,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,209.3,52.33,F,36
44458,30476,C2B,Airlines,Online,Silver Plan,0,27,SINGAPORE,52.65,13.16,F,87
39517,32679,JWT,Airlines,Online,Value Plan,0,150,INDIA,50.0,20.0,M,118
9932,38081,JZI,Airlines,Online,Basic Plan,0,5,THAILAND,22.0,7.7,F,54
30086,12440,JZI,Airlines,Online,Basic Plan,0,16,THAILAND,22.0,7.7,F,37
36615,37624,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,UNITED KINGDOM,0.0,83.16,,31
22823,3626,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,FRANCE,59.4,35.64,,41
44920,54050,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,HONG KONG,44.0,0.0,,36
43578,10424,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,PHILIPPINES,25.0,0.0,,36
4148,47987,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,16.0,4.0,F,41
6636,50063,C2B,Airlines,Online,Bronze Plan,0,32,SINGAPORE,40.0,10.0,F,61
40531,4231,EPX,Travel Agency,Online,Cancellation Plan,0,12,VIET NAM,10.0,0.0,,36
1250,45651,EPX,Travel Agency,Online,Cancellation Plan,0,9,INDONESIA,36.0,0.0,,36
16067,53563,ART,Airlines,Online,Value Plan,1,36,INDONESIA,29.0,10.15,F,118
12325,62352,SSI,Airlines,Online,Ticket Protector,0,124,SINGAPORE,7.92,2.22,,48
44188,12693,ART,Airlines,Online,24 Protect,0,4,HONG KONG,17.87,6.25,F,48
38438,16568,JZI,Airlines,Online,Basic Plan,0,28,PHILIPPINES,37.0,12.95,F,42
37920,967,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,63,JAPAN,38.0,0.0,,36
14188,41424,C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,27.0,6.75,M,30
35723,24916,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,92,SWITZERLAND,69.0,0.0,,36
16957,29731,EPX,Travel Agency,Online,Cancellation Plan,0,7,UNITED ARAB EMIRATES,14.0,0.0,,36
42929,15501,JZI,Airlines,Online,Value Plan,0,26,"KOREA, REPUBLIC OF",69.0,24.15,M,50
8389,43276,EPX,Travel Agency,Online,Cancellation Plan,0,109,"KOREA, REPUBLIC OF",13.0,0.0,,68
24992,12992,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,114,IRELAND,29.7,17.82,,33
31301,51197,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,20.0,0.0,,36
47185,21054,EPX,Travel Agency,Online,Cancellation Plan,0,57,PHILIPPINES,28.0,0.0,,36
29608,20445,EPX,Travel Agency,Online,Cancellation Plan,0,11,CHINA,43.0,0.0,,36
40791,3113,EPX,Travel Agency,Online,Cancellation Plan,0,28,FINLAND,45.0,0.0,,36
39856,17472,EPX,Travel Agency,Online,Cancellation Plan,0,88,UNITED STATES,102.0,0.0,,45
33116,46766,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,MALAYSIA,29.7,17.82,,56
3692,12351,EPX,Travel Agency,Online,Cancellation Plan,0,109,UNITED STATES,42.0,0.0,,26
27727,6681,SSI,Airlines,Online,Ticket Protector,0,14,SINGAPORE,1.13,0.32,,48
6007,40400,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,222,FINLAND,19.8,11.88,,60
45102,41004,EPX,Travel Agency,Online,Cancellation Plan,0,126,AUSTRALIA,54.0,0.0,,36
42541,6294,EPX,Travel Agency,Online,Cancellation Plan,0,18,CHINA,19.0,0.0,,36
33511,509,EPX,Travel Agency,Online,Cancellation Plan,0,12,SINGAPORE,10.0,0.0,,36
31184,61274,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,MALAYSIA,0.0,23.76,,47
30070,52211,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,187,UNITED KINGDOM,0.0,53.46,,37
7076,34135,RAB,Airlines,Online,Value Plan,0,37,BRUNEI DARUSSALAM,23.0,9.2,F,34
36028,22385,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,PHILIPPINES,20.0,0.0,,36
35630,4366,EPX,Travel Agency,Online,Cancellation Plan,0,42,PHILIPPINES,10.0,0.0,,29
4458,28131,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,AUSTRALIA,79.2,47.52,,33
41462,4986,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,PHILIPPINES,20.0,0.0,,36
23605,48599,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,0,4,AUSTRALIA,63.0,40.95,M,45
47590,52362,JZI,Airlines,Online,Basic Plan,0,37,INDIA,63.0,22.05,F,39
19688,22461,JZI,Airlines,Online,Basic Plan,0,12,THAILAND,30.0,10.5,M,77
20574,42627,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,21.0,5.25,M,26
25845,59032,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,77,"TAIWAN, PROVINCE OF CHINA",39.0,0.0,,35
1605,1649,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,THAILAND,40.0,0.0,,22
11350,34410,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,40,PHILIPPINES,20.0,0.0,,36
1529,40401,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,143,UNITED KINGDOM,49.5,29.7,,47
7744,15815,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,AUSTRALIA,41.0,0.0,,36
27833,9552,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,CAMBODIA,20.0,0.0,,36
13069,16763,JZI,Airlines,Online,Basic Plan,0,23,MYANMAR,0.0,12.95,F,27
46349,12299,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,,36
19776,19532,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,176,JAPAN,45.0,0.0,,36
42029,59970,JWT,Airlines,Online,Value Plan,0,45,INDIA,78.0,31.2,M,118
27578,36758,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,47.0,11.75,M,25
28566,13223,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,33,AUSTRALIA,79.2,47.52,,37
28676,31041,C2B,Airlines,Online,Annual Silver Plan,0,399,SINGAPORE,252.85,63.21,F,45
36888,9638,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,41,PHILIPPINES,20.0,0.0,,36
19143,18085,EPX,Travel Agency,Online,Cancellation Plan,0,97,PHILIPPINES,20.0,0.0,,36
22397,58961,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,M,19
19174,14296,EPX,Travel Agency,Online,Cancellation Plan,0,27,THAILAND,26.0,0.0,,36
29971,2378,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,0.0,,36
15208,45228,EPX,Travel Agency,Online,Cancellation Plan,0,1,SINGAPORE,19.0,0.0,,36
7002,47196,TST,Travel Agency,Offline,Travel Cruise Protect,0,71,THAILAND,30.0,10.5,F,21
25365,31698,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,VIET NAM,21.0,0.0,,36
39053,41489,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,60,SINGAPORE,89.0,0.0,,36
33732,3699,EPX,Travel Agency,Online,Cancellation Plan,0,10,INDONESIA,17.0,0.0,,36
1792,58193,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,60.0,15.0,F,28
17585,29567,EPX,Travel Agency,Online,Cancellation Plan,0,37,CHINA,23.0,0.0,,36
25416,26477,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,37,SINGAPORE,44.0,0.0,,36
32669,48150,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,SPAIN,20.0,0.0,,36
8009,6728,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,UNITED KINGDOM,39.6,23.76,,48
22349,25546,EPX,Travel Agency,Online,Cancellation Plan,0,2,THAILAND,10.0,0.0,,58
13295,49480,EPX,Travel Agency,Online,Cancellation Plan,0,12,HONG KONG,20.0,0.0,,36
39269,11861,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,CHINA,26.0,0.0,,36
1326,764,JZI,Airlines,Online,Basic Plan,0,33,MALAYSIA,33.0,11.55,,118
47458,4828,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,MALAYSIA,20.0,0.0,,34
22739,8447,EPX,Travel Agency,Online,Cancellation Plan,0,31,MALAYSIA,80.0,0.0,,36
38847,16382,C2B,Airlines,Online,Annual Silver Plan,0,403,SINGAPORE,-216.75,54.19,M,47
21736,16705,EPX,Travel Agency,Online,Cancellation Plan,0,2,CAMBODIA,38.0,0.0,,36
14927,12190,EPX,Travel Agency,Online,Cancellation Plan,0,15,MALAYSIA,10.0,0.0,,36
47739,60868,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,12,NEW ZEALAND,33.0,21.45,F,36
8213,9022,EPX,Travel Agency,Online,Cancellation Plan,0,25,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,,36
6930,56139,C2B,Airlines,Online,Annual Gold Plan,0,397,SINGAPORE,399.6,99.9,F,24
21174,43241,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,AUSTRALIA,29.7,17.82,,61
47414,28060,JZI,Airlines,Online,Basic Plan,0,9,MALAYSIA,18.0,6.3,M,43
32315,1619,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,THAILAND,30.0,0.0,,35
23199,21719,C2B,Airlines,Online,Gold Plan,0,7,SINGAPORE,63.7,15.93,M,22
4246,35983,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,,58
1872,51562,EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,17.0,0.0,,36
48930,22002,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,HONG KONG,21.0,0.0,,52
483,33551,JZI,Airlines,Online,Basic Plan,0,20,HONG KONG,26.0,9.1,M,48
27885,7461,JZI,Airlines,Online,Basic Plan,0,7,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,M,57
7876,20830,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,JAPAN,0.0,0.0,,31
49709,59677,C2B,Airlines,Online,Silver Plan,0,23,SINGAPORE,62.0,15.5,F,28
1985,55993,EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,22.0,0.0,,36
38764,39555,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,INDONESIA,21.0,0.0,,36
11174,14812,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,79,FRANCE,19.8,11.88,,37
1622,12942,JZI,Airlines,Online,Basic Plan,0,6,CHINA,26.0,9.1,M,42
50548,28878,KML,Travel Agency,Online,Premier Plan,0,16,INDONESIA,38.0,14.44,F,48
15401,26855,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,IRELAND,75.0,0.0,,36
12659,7043,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,MALAYSIA,20.0,0.0,,79
38761,23869,EPX,Travel Agency,Online,Cancellation Plan,0,8,UNITED KINGDOM,13.0,0.0,,36
50135,3482,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,INDONESIA,20.0,0.0,,36
12360,25729,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,53,INDONESIA,39.0,0.0,,36
35839,17072,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,"TAIWAN, PROVINCE OF CHINA",49.5,29.7,,36
50249,42517,EPX,Travel Agency,Online,Cancellation Plan,0,86,JAPAN,45.0,0.0,,36
49987,60760,JZI,Airlines,Online,Value Plan,0,16,JAPAN,58.0,20.3,F,45
12239,2251,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,56,INDONESIA,20.0,0.0,,36
48791,13308,EPX,Travel Agency,Online,Cancellation Plan,0,324,PERU,128.0,0.0,,54
28763,55083,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,,36
49443,32290,EPX,Travel Agency,Online,Cancellation Plan,0,4,SINGAPORE,17.0,0.0,,36
23081,123,C2B,Airlines,Online,Bronze Plan,0,23,SINGAPORE,30.55,7.64,F,35
28183,26614,EPX,Travel Agency,Online,Cancellation Plan,0,12,THAILAND,66.0,0.0,,60
29415,63235,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,70,"KOREA, REPUBLIC OF",29.7,17.82,,55
21311,59861,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,AUSTRALIA,0.0,41.58,,46
45589,4025,EPX,Travel Agency,Online,Cancellation Plan,0,5,THAILAND,24.0,0.0,,51
8299,8674,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,SINGAPORE,20.0,0.0,,24
42721,50805,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,39,AUSTRALIA,69.3,41.58,,31
8238,1705,EPX,Travel Agency,Online,Cancellation Plan,0,9,CHINA,80.0,0.0,,36
1380,61544,EPX,Travel Agency,Online,Cancellation Plan,0,51,THAILAND,19.0,0.0,,35
17047,59723,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,62.0,0.0,,35
35176,3238,EPX,Travel Agency,Online,Cancellation Plan,0,25,INDONESIA,10.0,0.0,,36
12366,18083,EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,10.0,0.0,,29
42439,53385,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,42,AUSTRALIA,108.9,65.34,,24
49369,28967,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,CAMBODIA,112.0,0.0,,36
46741,2049,EPX,Travel Agency,Online,Cancellation Plan,0,269,SRI LANKA,52.0,0.0,,33
12100,35701,C2B,Airlines,Online,Gold Plan,0,6,SINGAPORE,35.5,8.88,M,30
5104,2293,EPX,Travel Agency,Online,Cancellation Plan,0,10,THAILAND,24.0,0.0,,36
36530,25054,EPX,Travel Agency,Online,Cancellation Plan,0,60,CANADA,45.0,0.0,,45
12710,39218,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,61,SPAIN,-49.5,29.7,,58
34038,34678,EPX,Travel Agency,Online,Cancellation Plan,0,45,HONG KONG,26.0,0.0,,36
43808,46346,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,66,INDIA,44.0,0.0,,36
41033,18202,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,INDONESIA,27.0,0.0,,36
35561,16083,EPX,Travel Agency,Online,Cancellation Plan,0,60,"KOREA, REPUBLIC OF",37.0,0.0,,36
20057,29227,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,18.0,4.5,F,46
12441,19308,EPX,Travel Agency,Online,Cancellation Plan,0,10,THAILAND,13.0,0.0,,36
18751,32622,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,53,AUSTRALIA,0.0,23.76,,35
30441,45855,C2B,Airlines,Online,Silver Plan,0,64,SINGAPORE,48.5,12.13,M,30
28771,38179,EPX,Travel Agency,Online,Cancellation Plan,0,40,GERMANY,30.0,0.0,,36
4265,2533,JZI,Airlines,Online,Basic Plan,0,16,INDONESIA,18.0,6.3,F,38
47293,28498,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,UNITED KINGDOM,-29.7,17.82,,56
45204,39829,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,10,INDONESIA,20.0,0.0,,36
14281,44761,C2B,Airlines,Online,Annual Silver Plan,0,376,SINGAPORE,216.0,54.0,F,57
23179,58488,EPX,Travel Agency,Online,Cancellation Plan,0,45,SRI LANKA,10.0,0.0,,35
31265,47170,TST,Travel Agency,Offline,Travel Cruise Protect,0,33,THAILAND,30.0,10.5,F,52
29978,8212,EPX,Travel Agency,Online,Cancellation Plan,0,11,PHILIPPINES,16.0,0.0,,36
19484,4963,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,"KOREA, REPUBLIC OF",0.0,0.0,,33
24617,31330,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,SINGAPORE,20.0,0.0,,36
42807,39652,JZI,Airlines,Online,Basic Plan,0,25,CHINA,26.0,9.1,M,44
40148,48637,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,40.0,10.0,M,32
36990,48781,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,5,MACAO,43.5,28.28,F,51
5164,7224,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,INDIA,20.0,0.0,,36
30015,40005,EPX,Travel Agency,Online,Cancellation Plan,0,11,HONG KONG,14.0,0.0,,50
39915,50709,TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,30.0,10.5,F,30
46645,19672,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,UNITED KINGDOM,9.9,5.94,,72
49656,39294,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,242,NEW ZEALAND,99.0,59.4,,54
26266,58141,EPX,Travel Agency,Online,Cancellation Plan,0,15,MALAYSIA,13.0,0.0,,35
34855,39968,EPX,Travel Agency,Online,Cancellation Plan,0,103,NEW ZEALAND,74.0,0.0,,36
8329,8273,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,CHINA,20.0,0.0,,48
43206,62801,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,16.0,4.0,M,26
14478,29449,C2B,Airlines,Online,Annual Gold Plan,0,419,SINGAPORE,278.85,69.71,F,22
21347,18996,JZI,Airlines,Online,Basic Plan,0,58,MYANMAR,33.0,11.55,M,48
34528,21543,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,INDONESIA,20.0,0.0,,36
41601,35834,JZI,Airlines,Online,Basic Plan,0,43,CHINA,50.0,17.5,M,37
34440,9191,EPX,Travel Agency,Online,Cancellation Plan,0,156,AUSTRALIA,40.0,0.0,,36
5536,36862,EPX,Travel Agency,Online,Cancellation Plan,0,26,LAO PEOPLE'S DEMOCRATIC REPUBLIC,18.0,0.0,,34
33034,17727,JZI,Airlines,Online,Basic Plan,0,81,HONG KONG,22.0,7.7,F,27
45306,51149,C2B,Airlines,Online,Silver Plan,0,108,SINGAPORE,39.0,9.75,F,26
49924,14037,EPX,Travel Agency,Online,Cancellation Plan,0,6,MACAO,27.0,0.0,,36
8291,35808,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,65,UNITED STATES,112.0,0.0,,45
23487,19622,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,MALAYSIA,20.0,0.0,,36
17160,16992,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,5,THAILAND,20.0,0.0,,24
50568,5080,EPX,Travel Agency,Online,Cancellation Plan,0,12,CHINA,29.0,0.0,,36
7096,6521,EPX,Travel Agency,Online,Cancellation Plan,0,6,MALAYSIA,10.0,0.0,,37
7050,32299,EPX,Travel Agency,Online,Cancellation Plan,0,37,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,,22
25603,11827,EPX,Travel Agency,Online,Cancellation Plan,0,48,PHILIPPINES,13.0,0.0,,36
16227,41499,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,"TAIWAN, PROVINCE OF CHINA",41.0,0.0,,36
25750,36851,EPX,Travel Agency,Online,Cancellation Plan,0,9,UNITED KINGDOM,80.0,0.0,,36
4927,6388,CCR,Travel Agency,Offline,Comprehensive Plan,0,128,THAILAND,29.0,9.57,F,76
1442,56570,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,MALAYSIA,44.0,0.0,,36
46105,43478,ADM,Travel Agency,Online,Value Plan,0,29,SWITZERLAND,75.0,28.5,,22
32221,8775,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,SINGAPORE,28.0,0.0,,36
48134,51689,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,60,THAILAND,29.7,17.82,,54
9514,29741,EPX,Travel Agency,Online,Cancellation Plan,0,4,CAMBODIA,23.0,0.0,,36
25259,390,JZI,Airlines,Online,Basic Plan,0,14,THAILAND,22.0,7.7,F,70
12031,14459,EPX,Travel Agency,Online,Cancellation Plan,0,9,VIET NAM,30.0,0.0,,36
23911,2191,SSI,Airlines,Online,Ticket Protector,1,105,SINGAPORE,3.68,1.03,,48
22849,59515,JZI,Airlines,Online,Basic Plan,0,4,CHINA,22.0,7.7,M,45
37459,48865,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,VIET NAM,20.0,0.0,,36
1338,31737,EPX,Travel Agency,Online,Cancellation Plan,0,9,SINGAPORE,10.0,0.0,,36
22419,31840,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,MALAYSIA,29.7,17.82,,38
15619,37329,C2B,Airlines,Online,Silver Plan,0,32,SINGAPORE,67.0,16.75,M,27
45052,21899,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,PHILIPPINES,23.0,0.0,,36
28521,61232,C2B,Airlines,Online,Bronze Plan,0,90,SINGAPORE,21.0,5.25,F,26
13289,38433,JWT,Airlines,Online,Value Plan,0,8,INDIA,93.0,37.2,M,118
12361,39187,JZI,Airlines,Online,Value Plan,0,4,AUSTRALIA,45.0,15.75,M,40
44802,41260,C2B,Airlines,Online,Annual Silver Plan,0,396,SINGAPORE,280.8,70.2,F,35
8035,58247,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,37,CROATIA,79.2,47.52,,24
41392,49389,TST,Travel Agency,Offline,Travel Cruise Protect,0,77,MALAYSIA,30.0,10.5,M,64
